,model_name,overall_accuracy,sample_id,question,correct_answer,model_answer,is_correct
909,Qwen/Qwen2.5-3B,99.8,909,Is 817 > 165? Answer:,Yes,Yes,True
910,Qwen/Qwen2.5-3B,99.8,910,Is 170 > 583? Answer:,No,No,True
911,Qwen/Qwen2.5-3B,99.8,911,Is 393 > 518? Answer:,No,No,True
912,Qwen/Qwen2.5-3B,99.8,912,Is 887 > 238? Answer:,Yes,Yes,True
913,Qwen/Qwen2.5-3B,99.8,913,Is 483 > 491? Answer:,No,No,True
914,Qwen/Qwen2.5-3B,99.8,914,Is 990 > 486? Answer:,Yes,Yes,True
915,Qwen/Qwen2.5-3B,99.8,915,Is 182 > 799? Answer:,No,No,True
916,Qwen/Qwen2.5-3B,99.8,916,Is 769 > 980? Answer:,No,No,True
917,Qwen/Qwen2.5-3B,99.8,917,Is 221 > 282? Answer:,No,No,True
918,Qwen/Qwen2.5-3B,99.8,918,Is 641 > 230? Answer:,Yes,Yes,True
919,Qwen/Qwen2.5-3B,99.8,919,Is 954 > 103? Answer:,Yes,Yes,True
920,Qwen/Qwen2.5-3B,99.8,920,Is 405 > 574? Answer:,No,No,True
921,Qwen/Qwen2.5-3B,99.8,921,Is 644 > 488? Answer:,Yes,Yes,True
922,Qwen/Qwen2.5-3B,99.8,922,Is 353 > 571? Answer:,No,No,True
923,Qwen/Qwen2.5-3B,99.8,923,Is 258 > 382? Answer:,No,No,True
924,Qwen/Qwen2.5-3B,99.8,924,Is 996 > 842? Answer:,Yes,Yes,True
925,Qwen/Qwen2.5-3B,99.8,925,Is 132 > 928? Answer:,No,No,True
926,Qwen/Qwen2.5-3B,99.8,926,Is 729 > 884? Answer:,No,No,True
927,Qwen/Qwen2.5-3B,99.8,927,Is 346 > 311? Answer:,Yes,Yes,True
928,Qwen/Qwen2.5-3B,99.8,928,Is 203 > 708? Answer:,No,No,True
929,Qwen/Qwen2.5-3B,99.8,929,Is 557 > 712? Answer:,No,No,True
930,Qwen/Qwen2.5-3B,99.8,930,Is 350 > 858? Answer:,No,No,True
931,Qwen/Qwen2.5-3B,99.8,931,Is 511 > 549? Answer:,No,No,True
932,Qwen/Qwen2.5-3B,99.8,932,Is 652 > 322? Answer:,Yes,Yes,True
933,Qwen/Qwen2.5-3B,99.8,933,Is 243 > 615? Answer:,No,No,True
934,Qwen/Qwen2.5-3B,99.8,934,Is 339 > 935? Answer:,No,No,True
935,Qwen/Qwen2.5-3B,99.8,935,Is 691 > 712? Answer:,No,No,True
936,Qwen/Qwen2.5-3B,99.8,936,Is 342 > 409? Answer:,No,No,True
937,Qwen/Qwen2.5-3B,99.8,937,Is 776 > 633? Answer:,Yes,Yes,True
938,Qwen/Qwen2.5-3B,99.8,938,Is 523 > 407? Answer:,Yes,Yes,True
939,Qwen/Qwen2.5-3B,99.8,939,Is 162 > 670? Answer:,No,No,True
940,Qwen/Qwen2.5-3B,99.8,940,Is 741 > 795? Answer:,No,No,True
941,Qwen/Qwen2.5-3B,99.8,941,Is 669 > 607? Answer:,Yes,Yes,True
942,Qwen/Qwen2.5-3B,99.8,942,Is 452 > 758? Answer:,No,No,True
943,Qwen/Qwen2.5-3B,99.8,943,Is 904 > 637? Answer:,Yes,Yes,True
944,Qwen/Qwen2.5-3B,99.8,944,Is 813 > 526? Answer:,Yes,Yes,True
945,Qwen/Qwen2.5-3B,99.8,945,Is 252 > 407? Answer:,No,No,True
946,Qwen/Qwen2.5-3B,99.8,946,Is 288 > 872? Answer:,No,No,True
947,Qwen/Qwen2.5-3B,99.8,947,Is 346 > 969? Answer:,No,No,True
948,Qwen/Qwen2.5-3B,99.8,948,Is 407 > 978? Answer:,No,No,True
949,Qwen/Qwen2.5-3B,99.8,949,Is 925 > 574? Answer:,Yes,Yes,True
950,Qwen/Qwen2.5-3B,99.8,950,Is 675 > 522? Answer:,Yes,Yes,True
951,Qwen/Qwen2.5-3B,99.8,951,Is 670 > 642? Answer:,Yes,Yes,True
952,Qwen/Qwen2.5-3B,99.8,952,Is 497 > 348? Answer:,Yes,Yes,True
953,Qwen/Qwen2.5-3B,99.8,953,Is 308 > 438? Answer:,No,No,True
954,Qwen/Qwen2.5-3B,99.8,954,Is 560 > 967? Answer:,No,No,True
955,Qwen/Qwen2.5-3B,99.8,955,Is 194 > 648? Answer:,No,No,True
956,Qwen/Qwen2.5-3B,99.8,956,Is 152 > 374? Answer:,No,No,True
957,Qwen/Qwen2.5-3B,99.8,957,Is 789 > 719? Answer:,Yes,Yes,True
958,Qwen/Qwen2.5-3B,99.8,958,Is 994 > 174? Answer:,Yes,Yes,True
959,Qwen/Qwen2.5-3B,99.8,959,Is 923 > 879? Answer:,Yes,Yes,True
960,Qwen/Qwen2.5-3B,99.8,960,Is 590 > 313? Answer:,Yes,Yes,True
961,Qwen/Qwen2.5-3B,99.8,961,Is 410 > 115? Answer:,Yes,Yes,True
962,Qwen/Qwen2.5-3B,99.8,962,Is 294 > 859? Answer:,No,No,True
963,Qwen/Qwen2.5-3B,99.8,963,Is 864 > 872? Answer:,No,No,True
964,Qwen/Qwen2.5-3B,99.8,964,Is 348 > 812? Answer:,No,No,True
965,Qwen/Qwen2.5-3B,99.8,965,Is 506 > 345? Answer:,Yes,Yes,True
966,Qwen/Qwen2.5-3B,99.8,966,Is 894 > 389? Answer:,Yes,Yes,True
967,Qwen/Qwen2.5-3B,99.8,967,Is 577 > 646? Answer:,No,No,True
968,Qwen/Qwen2.5-3B,99.8,968,Is 415 > 367? Answer:,Yes,Yes,True
969,Qwen/Qwen2.5-3B,99.8,969,Is 625 > 609? Answer:,Yes,Yes,True
970,Qwen/Qwen2.5-3B,99.8,970,Is 200 > 922? Answer:,No,No,True
971,Qwen/Qwen2.5-3B,99.8,971,Is 879 > 959? Answer:,No,No,True
972,Qwen/Qwen2.5-3B,99.8,972,Is 308 > 479? Answer:,No,No,True
973,Qwen/Qwen2.5-3B,99.8,973,Is 523 > 146? Answer:,Yes,Yes,True
974,Qwen/Qwen2.5-3B,99.8,974,Is 859 > 249? Answer:,Yes,Yes,True
975,Qwen/Qwen2.5-3B,99.8,975,Is 367 > 666? Answer:,No,No,True
976,Qwen/Qwen2.5-3B,99.8,976,Is 402 > 256? Answer:,Yes,Yes,True
977,Qwen/Qwen2.5-3B,99.8,977,Is 437 > 335? Answer:,Yes,Yes,True
978,Qwen/Qwen2.5-3B,99.8,978,Is 683 > 953? Answer:,No,No,True
979,Qwen/Qwen2.5-3B,99.8,979,Is 611 > 663? Answer:,No,No,True
980,Qwen/Qwen2.5-3B,99.8,980,Is 363 > 881? Answer:,No,No,True
981,Qwen/Qwen2.5-3B,99.8,981,Is 840 > 757? Answer:,Yes,Yes,True
982,Qwen/Qwen2.5-3B,99.8,982,Is 571 > 272? Answer:,Yes,Yes,True
983,Qwen/Qwen2.5-3B,99.8,983,Is 273 > 243? Answer:,Yes,Yes,True
984,Qwen/Qwen2.5-3B,99.8,984,Is 288 > 655? Answer:,No,No,True
985,Qwen/Qwen2.5-3B,99.8,985,Is 636 > 134? Answer:,Yes,Yes,True
986,Qwen/Qwen2.5-3B,99.8,986,Is 937 > 784? Answer:,Yes,Yes,True
987,Qwen/Qwen2.5-3B,99.8,987,Is 882 > 106? Answer:,Yes,Yes,True
988,Qwen/Qwen2.5-3B,99.8,988,Is 240 > 962? Answer:,No,No,True
989,Qwen/Qwen2.5-3B,99.8,989,Is 169 > 824? Answer:,No,No,True
990,Qwen/Qwen2.5-3B,99.8,990,Is 109 > 323? Answer:,No,No,True
991,Qwen/Qwen2.5-3B,99.8,991,Is 482 > 161? Answer:,Yes,Yes,True
992,Qwen/Qwen2.5-3B,99.8,992,Is 775 > 599? Answer:,Yes,Yes,True
993,Qwen/Qwen2.5-3B,99.8,993,Is 106 > 644? Answer:,No,No,True
994,Qwen/Qwen2.5-3B,99.8,994,Is 112 > 117? Answer:,No,No,True
995,Qwen/Qwen2.5-3B,99.8,995,Is 648 > 393? Answer:,Yes,Yes,True
996,Qwen/Qwen2.5-3B,99.8,996,Is 614 > 932? Answer:,No,No,True
997,Qwen/Qwen2.5-3B,99.8,997,Is 925 > 283? Answer:,Yes,Yes,True
998,Qwen/Qwen2.5-3B,99.8,998,Is 198 > 636? Answer:,No,No,True
999,Qwen/Qwen2.5-3B,99.8,999,Is 346 > 296? Answer:,Yes,Yes,True
